filename,label,label_id
angry_fer0032225.png,angry,0
angry_fer0032228.png,angry,0
angry_fer0032239.png,angry,0
angry_fer0032242.png,angry,0
angry_fer0032258.png,angry,0
angry_fer0032273.png,angry,0
angry_fer0032274.png,angry,0
angry_fer0032284.png,angry,0
angry_fer0032285.png,angry,0
angry_fer0032291.png,angry,0
angry_fer0032330.png,angry,0
angry_fer0032332.png,angry,0
angry_fer0032345.png,angry,0
angry_fer0032353.png,angry,0
angry_fer0032359.png,angry,0
angry_fer0032392.png,angry,0
angry_fer0032394.png,angry,0
angry_fer0032395.png,angry,0
angry_fer0032403.png,angry,0
angry_fer0032421.png,angry,0
angry_fer0032434.png,angry,0
angry_fer0032462.png,angry,0
angry_fer0032468.png,angry,0
angry_fer0032481.png,angry,0
angry_fer0032506.png,angry,0
angry_fer0032515.png,angry,0
angry_fer0032521.png,angry,0
angry_fer0032522.png,angry,0
angry_fer0032523.png,angry,0
angry_fer0032532.png,angry,0
angry_fer0032534.png,angry,0
angry_fer0032545.png,angry,0
angry_fer0032557.png,angry,0
angry_fer0032565.png,angry,0
angry_fer0032568.png,angry,0
angry_fer0032569.png,angry,0
angry_fer0032576.png,angry,0
angry_fer0032629.png,angry,0
angry_fer0032630.png,angry,0
angry_fer0032638.png,angry,0
angry_fer0032671.png,angry,0
angry_fer0032695.png,angry,0
angry_fer0032697.png,angry,0
angry_fer0032723.png,angry,0
angry_fer0032736.png,angry,0
angry_fer0032759.png,angry,0
angry_fer0032778.png,angry,0
angry_fer0032785.png,angry,0
angry_fer0032793.png,angry,0
angry_fer0032800.png,angry,0
angry_fer0032801.png,angry,0
angry_fer0032809.png,angry,0
angry_fer0032826.png,angry,0
angry_fer0032853.png,angry,0
angry_fer0032854.png,angry,0
angry_fer0032882.png,angry,0
angry_fer0032894.png,angry,0
angry_fer0032896.png,angry,0
angry_fer0032901.png,angry,0
angry_fer0032914.png,angry,0
angry_fer0032954.png,angry,0
angry_fer0032955.png,angry,0
angry_fer0032959.png,angry,0
angry_fer0032964.png,angry,0
angry_fer0032968.png,angry,0
angry_fer0032984.png,angry,0
angry_fer0033000.png,angry,0
angry_fer0033008.png,angry,0
angry_fer0033013.png,angry,0
angry_fer0033025.png,angry,0
angry_fer0033034.png,angry,0
angry_fer0033037.png,angry,0
angry_fer0033047.png,angry,0
angry_fer0033080.png,angry,0
angry_fer0033103.png,angry,0
angry_fer0033110.png,angry,0
angry_fer0033129.png,angry,0
angry_fer0033130.png,angry,0
angry_fer0033141.png,angry,0
angry_fer0033158.png,angry,0
angry_fer0033180.png,angry,0
angry_fer0033221.png,angry,0
angry_fer0033223.png,angry,0
angry_fer0033241.png,angry,0
angry_fer0033248.png,angry,0
angry_fer0033272.png,angry,0
angry_fer0033276.png,angry,0
angry_fer0033285.png,angry,0
angry_fer0033304.png,angry,0
angry_fer0033308.png,angry,0
angry_fer0033314.png,angry,0
angry_fer0033321.png,angry,0
angry_fer0033353.png,angry,0
angry_fer0033368.png,angry,0
angry_fer0033369.png,angry,0
angry_fer0033370.png,angry,0
angry_fer0033387.png,angry,0
angry_fer0033443.png,angry,0
angry_fer0033449.png,angry,0
angry_fer0033459.png,angry,0
angry_fer0033462.png,angry,0
angry_fer0033463.png,angry,0
angry_fer0033480.png,angry,0
angry_fer0033499.png,angry,0
angry_fer0033500.png,angry,0
angry_fer0033502.png,angry,0
angry_fer0033521.png,angry,0
angry_fer0033542.png,angry,0
angry_fer0033553.png,angry,0
angry_fer0033567.png,angry,0
angry_fer0033574.png,angry,0
angry_fer0033578.png,angry,0
angry_fer0033582.png,angry,0
angry_fer0033586.png,angry,0
angry_fer0033590.png,angry,0
angry_fer0033593.png,angry,0
angry_fer0033601.png,angry,0
angry_fer0033602.png,angry,0
angry_fer0033645.png,angry,0
angry_fer0033658.png,angry,0
angry_fer0033659.png,angry,0
angry_fer0033683.png,angry,0
angry_fer0033692.png,angry,0
angry_fer0033697.png,angry,0
angry_fer0033707.png,angry,0
angry_fer0033716.png,angry,0
angry_fer0033717.png,angry,0
angry_fer0033729.png,angry,0
angry_fer0033809.png,angry,0
